"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.317817548E2,-8.570786577E-2,2.392990547E-1,-3.958022375E0
5.317917908E2,-1.554230485E-1,3.833669932E-1,-4.103561912E0
5.318018258E2,-2.134856442E-1,5.463332789E-1,-4.162797130E0
5.318118608E2,-2.542433685E-1,6.625253476E-1,-4.114863410E0
5.318218958E2,-3.037596006E-1,7.772844100E-1,-3.950220435E0
5.318319308E2,-3.214877738E-1,8.578711747E-1,-3.682769376E0
5.318419668E2,-2.177508956E-1,9.033674826E-1,-3.351798844E0
5.318520018E2,-7.159049448E-2,9.058110340E-1,-2.824504538E0
5.318620368E2,1.344404614E-1,1.004460433E0,-2.197347389E0
5.318720718E2,2.483437106E-1,1.129584269E0,-1.541295056E0
5.318821068E2,2.679113082E-1,1.271209241E0,-9.561805576E-1
5.318921428E2,2.640676044E-1,1.355611460E0,-5.513351333E-1
5.319021778E2,2.449990302E-1,1.382696055E0,-2.435113889E-1
5.319122128E2,2.913297358E-1,1.339981999E0,8.544243872E-2
5.319222478E2,3.787963709E-1,1.308137185E0,3.674758691E-1
5.319322838E2,4.404997354E-1,1.354091330E0,6.898790610E-1
5.319423187E2,5.026112720E-1,1.319616439E0,1.034425074E0
5.319523537E2,5.439656682E-1,1.207678805E0,1.361920606E0
5.319623887E2,6.145324248E-1,1.127305463E0,1.606338898E0
5.319724237E2,6.490428378E-1,9.882436185E-1,1.933220472E0
5.319824597E2,5.912373369E-1,7.457841437E-1,2.350649105E0
5.319924947E2,6.281583376E-1,5.010308062E-1,2.653519088E0
5.320025297E2,4.838205501E-1,4.610419907E-1,2.709403267E0
5.320125647E2,2.238398571E-1,4.802552104E-1,2.761835250E0
5.320225997E2,2.920227405E-3,5.641821970E-1,2.839787405E0
5.320326357E2,-4.875308826E-2,6.699802552E-1,3.022947927E0
5.320426707E2,-1.810422219E-1,6.963916898E-1,3.614046466E0
5.320527057E2,-1.709949696E-1,5.660442428E-1,4.364368195E0
5.320627407E2,1.699445721E-1,1.186144240E-1,5.085441567E0
5.320727757E2,7.235732026E-1,-4.570714389E-1,5.470906395E0
5.320828117E2,1.007671285E0,-8.821353655E-1,5.378402858E0
5.320928467E2,9.519798448E-1,-1.107353302E0,4.856200892E0
5.321028817E2,6.554525556E-1,-1.057319262E0,3.861612899E0
5.321129167E2,5.039585436E-2,-7.710243809E-1,2.808424110E0
5.321229527E2,-5.304883843E-1,-3.529499236E-1,1.862279713E0
5.321329877E2,-8.417100553E-1,-1.081346056E-1,1.395414627E0
5.321430227E2,-9.037450665E-1,-4.760700658E-2,1.262120329E0
5.321530577E2,-9.970658974E-1,-7.302105233E-2,1.426551050E0
5.321630927E2,-7.626922448E-1,-3.951172654E-1,1.588970913E0
5.321731287E2,-5.571123286E-1,-7.628606446E-1,1.682193657E0
5.321831637E2,-6.622620767E-1,-1.003814315E0,1.727973263E0
5.321931987E2,-7.333308169E-1,-1.163051393E0,1.463570357E0
5.322032337E2,-7.752701904E-1,-1.281771067E0,1.200229890E0
5.322132697E2,-8.116767823E-1,-1.264520757E0,8.327698088E-1
5.322233047E2,-8.088400787E-1,-1.212915571E0,3.408575892E-1
5.322333397E2,-7.705678596E-1,-1.121765811E0,-2.281577700E-1
5.322433747E2,-6.719345409E-1,-1.042651229E0,-8.286416745E-1
5.322534097E2,-5.437951122E-1,-9.498338436E-1,-1.401448368E0
5.322634457E2,-4.027216425E-1,-8.423335147E-1,-1.952751342E0
5.322734807E2,-3.154255633E-1,-7.444511247E-1,-2.435682238E0
5.322835157E2,-2.570536500E-1,-6.761195393E-1,-2.904748802E0
5.322935507E2,-2.287639984E-1,-6.596065637E-1,-3.334735499E0
5.323035857E2,-2.321695812E-1,-5.938122314E-1,-3.679682046E0
5.323136217E2,-1.633253595E-1,-5.216488194E-1,-3.975982683E0
5.323236567E2,-1.545208780E-1,-4.820964986E-1,-4.216832419E0
5.323336917E2,-2.118474919E-1,-4.369736816E-1,-4.394831604E0
5.323437267E2,-2.804858003E-1,-3.944549221E-1,-4.537485539E0
5.323537617E2,-3.113245455E-1,-3.868370233E-1,-4.543519281E0
5.323637977E2,-2.828055186E-1,-3.984631884E-1,-4.486054600E0
5.323738327E2,-2.647487502E-1,-3.677311000E-1,-4.363813879E0
5.323838677E2,-3.086647933E-1,-2.600305040E-1,-4.198794343E0
5.323939027E2,-3.453864039E-1,-1.446729791E-1,-4.025329090E0
5.324039387E2,-3.964964409E-1,3.315941378E-2,-3.897984334E0
5.324139737E2,-4.386365566E-1,2.145485218E-1,-3.674851077E0
5.324240087E2,-4.734733173E-1,3.586473043E-1,-3.353135517E0
5.324340437E2,-4.435416397E-1,5.747403681E-1,-2.903453059E0
5.324440787E2,-3.715079628E-1,7.223362242E-1,-2.394386278E0
5.324541147E2,-3.140045072E-1,7.294669037E-1,-1.904503627E0
5.324641497E2,-3.405911755E-1,8.801557906E-1,-1.152340025E0
5.324741847E2,-2.479562047E-1,6.945501092E-1,-4.946276665E-1
5.324842197E2,-9.717703309E-2,6.336728467E-1,2.410894722E-1
5.324942547E2,4.874187805E-2,5.328301576E-1,9.434926844E-1
5.325042907E2,3.050251208E-2,5.355660698E-1,1.439031347E0
5.325143257E2,-9.288696751E-2,5.401105258E-1,1.891660802E0
5.325243607E2,-1.658819997E-1,5.379761459E-1,2.257080206E0
5.325343957E2,-1.455221045E-1,5.730005291E-1,2.569762402E0
5.325444317E2,-4.215350223E-1,7.282916133E-1,2.927206203E0
5.325544667E2,-3.570729415E-1,9.103585598E-1,3.137746897E0
5.325645017E2,-2.396309939E-1,1.003562593E0,3.465162907E0
5.325745367E2,-9.529642235E-2,1.113094683E0,4.048143756E0
5.325845717E2,1.243927522E-1,1.161876980E0,4.598175545E0
5.325946077E2,2.819013564E-1,1.193258109E0,5.200177386E0
5.326046427E2,5.641436785E-1,8.985620946E-1,5.878391252E0
5.326146777E2,9.050599591E-1,3.195710930E-1,6.260279338E0
5.326247127E2,1.101565728E0,-3.370007658E-1,6.341147500E0
5.326347477E2,1.069166671E0,-6.502486798E-1,6.094676251E0
5.326447837E2,1.016566581E0,-9.669446969E-1,5.380321330E0
5.326548187E2,9.831180954E-1,-9.799281469E-1,4.594181896E0
5.326648537E2,9.615665010E-1,-7.938950340E-1,3.667032765E0
5.326748887E2,1.064486340E0,-6.840287755E-1,2.826381494E0
5.326849247E2,1.261983797E0,-7.368424353E-1,2.177066322E0
5.326949597E2,1.396345942E0,-8.443591364E-1,1.767470620E0
5.327049947E2,1.529337500E0,-9.856946710E-1,1.422986003E0
5.327150297E2,1.552018265E0,-1.235035734E0,1.078417770E0
5.327250647E2,1.338733618E0,-1.460094480E0,6.156860805E-1
5.327351007E2,1.012902350E0,-1.642492379E0,7.165178061E-3
5.327451357E2,7.470238265E-1,-1.736661933E0,-7.050537550E-1
5.327551707E2,3.568147504E-1,-1.642747609E0,-1.353170248E0
5.327652057E2,4.279628299E-2,-1.529124515E0,-1.956114661E0
5.327752407E2,-2.418673711E-1,-1.323381754E0,-2.522736754E0
5.327852767E2,-4.291557715E-1,-1.159153931E0,-2.961017727E0
5.327953117E2,-5.341169470E-1,-9.770114096E-1,-3.319278384E0
5.328053467E2,-4.293722647E-1,-8.303117855E-1,-3.480697789E0
5.328153817E2,-2.177352909E-1,-7.169345663E-1,-3.583534525E0
5.328254167E2,-6.408201177E-2,-6.109501281E-1,-3.568861522E0
5.328354527E2,6.164237067E-2,-5.354953185E-1,-3.553296819E0
5.328454877E2,1.344267935E-1,-4.436212349E-1,-3.572265186E0
5.328555227E2,1.412286767E-1,-3.405133344E-1,-3.580814985E0
5.328655577E2,1.531636113E-1,-2.459930934E-1,-3.650823698E0
5.328755937E2,1.192188068E-1,-1.427844746E-1,-3.711949906E0
5.328856287E2,6.853430104E-2,2.832405880E-2,-3.761230824E0
5.328956637E2,6.272914879E-2,1.781645148E-1,-3.814008962E0
5.329056987E2,4.913053516E-2,3.173880351E-1,-3.805375548E0
5.329157337E2,3.572827835E-2,4.279847570E-1,-3.781292621E0
5.329257697E2,3.220872961E-2,5.344654776E-1,-3.631519116E0
5.329358047E2,1.075092459E-1,6.663538121E-1,-3.345086825E0
5.329458394E2,2.377354727E-1,7.698485059E-1,-3.042745430E0
5.329558744E2,3.391513717E-1,8.518923967E-1,-2.659775609E0
5.329659094E2,3.255233758E-1,8.510094671E-1,-2.247065679E0
5.329759454E2,2.646676018E-1,8.099150893E-1,-1.772821407E0
5.329859804E2,1.890630669E-1,7.798975307E-1,-1.317021006E0
5.329960154E2,1.538153201E-1,7.949639051E-1,-7.807366061E-1
5.330060504E2,1.802394358E-1,8.467043084E-1,-1.810584480E-1
5.330160864E2,2.956703798E-1,9.551707435E-1,3.203303540E-1
5.330261214E2,3.811034995E-1,1.032978911E0,8.102428257E-1
5.330361564E2,4.222088774E-1,9.806374142E-1,1.244482203E0
5.330461914E2,5.079665906E-1,9.007029064E-1,1.521012234E0
5.330562264E2,5.563279611E-1,7.810943095E-1,1.820303721E0
5.330662624E2,6.220750406E-1,7.025761436E-1,2.068220987E0
5.330762974E2,7.030469906E-1,6.599572505E-1,2.338150681E0
5.330863324E2,7.438351936E-1,6.201431206E-1,2.594755740E0
5.330963674E2,5.465159313E-1,6.768827471E-1,2.662106309E0
5.331064024E2,2.074600153E-1,8.872334066E-1,2.650567414E0
5.331164384E2,-2.975063324E-2,9.085741358E-1,2.871589826E0
5.331264734E2,-2.288198210E-2,8.939477643E-1,3.236587061E0
5.331365084E2,5.101498313E-2,7.205053148E-1,3.775377578E0
5.331465434E2,8.511002451E-2,4.625782004E-1,4.338876089E0
5.331565784E2,1.249206826E-1,1.458200566E-1,4.899375563E0
5.331666144E2,4.044339996E-2,-1.877697359E-1,5.104597045E0
5.331766494E2,1.775826802E-1,-7.012425399E-1,5.016624516E0
5.331866844E2,4.769551881E-2,-9.656471997E-1,4.787124225E0
5.331967194E2,-1.672727234E-1,-1.117702435E0,4.205724463E0
5.332067554E2,-4.450878628E-1,-1.207640359E0,3.574249147E0
5.332167904E2,-6.853389173E-1,-1.104225041E0,2.864081417E0
5.332268254E2,-7.311231275E-1,-1.013013009E0,2.267691733E0
5.332368604E2,-9.476271044E-1,-7.804198332E-1,2.029515343E0
5.332468954E2,-8.161275367E-1,-7.524948469E-1,1.681727049E0
5.332569314E2,-6.567359463E-1,-8.487036176E-1,1.393069308E0
5.332669664E2,-6.783245243E-1,-9.040549690E-1,1.188635446E0
5.332770014E2,-7.356172244E-1,-1.066950796E0,8.897322142E-1
5.332870364E2,-9.650667174E-1,-1.140604663E0,5.614350289E-1
5.332970714E2,-1.109611569E0,-1.211432717E0,1.859946674E-1
5.333071074E2,-1.207617555E0,-1.219367389E0,-1.612597758E-1
5.333171424E2,-1.197211704E0,-1.175694681E0,-4.822754234E-1
5.333271774E2,-1.155816925E0,-1.109966715E0,-8.115730673E-1
5.333372124E2,-1.164008582E0,-1.036852107E0,-1.139230567E0
5.333472484E2,-1.176344891E0,-9.901115115E-1,-1.439004450E0
5.333572834E2,-1.139374920E0,-9.540289284E-1,-1.737183212E0
5.333673184E2,-1.044173844E0,-9.186193599E-1,-1.996170427E0
5.333773534E2,-8.866111167E-1,-8.685753800E-1,-2.266442767E0
5.333873884E2,-7.946923019E-1,-7.985774843E-1,-2.538839986E0
5.333974244E2,-7.356210250E-1,-6.931589104E-1,-2.830676274E0
5.334074594E2,-6.066778600E-1,-6.223878667E-1,-3.132582051E0
5.334174944E2,-6.110679495E-1,-4.877023704E-1,-3.399927860E0
5.334275294E2,-6.452709451E-1,-3.577984348E-1,-3.628319519E0
5.334375644E2,-6.707611509E-1,-1.940454063E-1,-3.772942212E0
5.334476004E2,-6.982019877E-1,-7.118254155E-2,-3.891554736E0
5.334576354E2,-6.964481154E-1,8.151004001E-2,-3.936244420E0
5.334676704E2,-7.563114707E-1,2.155621366E-1,-3.878497903E0
5.334777054E2,-6.884088517E-1,3.285401371E-1,-3.740883098E0
5.334877404E2,-4.679878616E-1,3.461732930E-1,-3.546421663E0
5.334977764E2,-2.919335704E-1,3.645073839E-1,-3.260698639E0
5.335078114E2,-1.444451570E-1,4.711125040E-1,-3.004533876E0
5.335178464E2,-1.013970417E-1,6.573454455E-1,-2.729155161E0
5.335278814E2,-6.457449351E-2,8.852845296E-1,-2.459928303E0
5.335379174E2,-8.116534665E-2,1.080138752E0,-2.157828398E0
5.335479524E2,-6.918378051E-2,1.242077390E0,-1.811730534E0
5.335579874E2,-2.445992634E-2,1.377901046E0,-1.477663316E0
5.335680224E2,-1.318030016E-1,1.540874056E0,-9.786970156E-1
5.335780574E2,-7.019531228E-2,1.511693088E0,-4.222508311E-1
5.335880934E2,-3.012638994E-2,1.392535604E0,2.834478718E-1
5.335981284E2,5.401175424E-2,1.133669427E0,1.017830091E0
5.336081634E2,4.312877029E-2,9.086586280E-1,1.685484470E0
5.336181984E2,-3.469525807E-2,6.766555828E-1,2.320921860E0
5.336282334E2,-2.185543031E-2,4.573905507E-1,2.839174032E0
5.336382694E2,1.785739660E-2,2.512512021E-1,3.307328430E0
5.336483044E2,6.854880944E-2,1.783336455E-1,3.677539626E0
5.336583394E2,7.648377344E-2,1.866871239E-1,3.823088518E0
5.336683744E2,-1.318693310E-3,3.837299591E-1,3.767060498E0
5.336784094E2,-2.337083126E-1,6.708985604E-1,3.849947119E0
5.336884454E2,-2.155562163E-1,8.054991259E-1,3.990713573E0
5.336984804E2,9.919764809E-2,8.426016095E-1,4.199317669E0
5.337085154E2,1.801128070E-1,8.479088348E-1,4.654757881E0
5.337185504E2,3.298915748E-1,6.400498201E-1,5.056587896E0
5.337285864E2,6.041425804E-1,1.310798107E-1,5.214902430E0
5.337386214E2,7.481728043E-1,-4.889247309E-1,4.947717419E0
5.337486564E2,6.706554624E-1,-9.269036950E-1,4.315623466E0
5.337586914E2,4.775851525E-1,-1.019930119E0,3.352593480E0
5.337687264E2,1.394237144E-1,-8.814741915E-1,2.330925277E0
5.337787624E2,-2.388521813E-1,-4.903882889E-1,1.374769862E0
5.337887974E2,-2.927242602E-1,-2.047756317E-1,7.216247642E-1
5.337988324E2,-1.831137443E-1,-1.013721545E-1,4.478949648E-1
5.338088674E2,-3.965055406E-2,-1.709065121E-1,4.045425385E-1
5.338189024E2,3.371584214E-1,-4.712189233E-1,4.920227319E-1
5.338289384E2,6.568884856E-1,-8.466008127E-1,6.151300102E-1
5.338389734E2,7.402186176E-1,-1.207870301E0,6.311578131E-1
5.338490084E2,6.395855512E-1,-1.437038324E0,4.428265983E-1
5.338590434E2,4.855501565E-1,-1.597312844E0,1.084845614E-1
5.338690784E2,3.548125541E-1,-1.641136409E0,-2.677054131E-1
5.338791144E2,1.914820600E-1,-1.641565887E0,-6.485345685E-1
5.338891494E2,7.448249079E-2,-1.575044307E0,-1.012907905E0
5.338991844E2,-6.822450824E-2,-1.498237037E0,-1.453850530E0
5.339092194E2,-1.871164557E-1,-1.417744558E0,-1.900945011E0
5.339192544E2,-2.345501289E-1,-1.316082382E0,-2.360721518E0
5.339292904E2,-1.946904638E-1,-1.178590953E0,-2.782204025E0
5.339393254E2,-9.186925963E-2,-9.627525356E-1,-3.187538862E0
5.339493599E2,3.371471655E-2,-7.127513221E-1,-3.561655414E0
5.339593949E2,1.572246488E-1,-4.506440333E-1,-3.894137451E0
5.339694309E2,3.312950162E-1,-1.692954580E-1,-4.196678821E0
5.339794659E2,4.285205081E-1,9.922374129E-2,-4.434302648E0
5.339895009E2,4.130345960E-1,3.815916324E-1,-4.578908384E0
5.339995359E2,3.821660117E-1,6.001520750E-1,-4.629095621E0
5.340095709E2,3.418652472E-1,7.351002574E-1,-4.617212909E0
5.340196069E2,2.018462315E-1,8.293509418E-1,-4.482821674E0
5.340296419E2,3.219515311E-2,8.286570235E-1,-4.216213784E0
5.340396769E2,-6.019259010E-2,7.292224900E-1,-3.879900066E0
5.340497119E2,-1.518306289E-1,6.170759636E-1,-3.392368580E0
5.340597469E2,-2.029288435E-1,4.679285489E-1,-2.885564087E0
5.340697829E2,-2.570048075E-1,3.587848601E-1,-2.394543568E0
5.340798179E2,-3.347878870E-1,2.818384257E-1,-1.908354018E0
5.340898529E2,-3.859054888E-1,2.215574330E-1,-1.416930626E0
5.340998879E2,-4.048262016E-1,2.275993609E-1,-9.899675238E-1
5.341099239E2,-4.416784244E-1,3.105016230E-1,-5.538681471E-1
5.341199589E2,-4.081869619E-1,5.689190264E-1,-2.124328530E-1
5.341299939E2,-3.981560634E-1,8.988334054E-1,7.931923449E-2
5.341400289E2,-3.243310920E-1,1.162189952E0,3.834703428E-1
5.341500639E2,-2.669853285E-1,1.316937099E0,7.547849089E-1
5.341600999E2,-2.638709004E-1,1.484392438E0,1.179838310E0
5.341701349E2,-1.996611087E-1,1.552279635E0,1.631376091E0
5.341801699E2,-8.011538772E-2,1.520619740E0,2.079264039E0
5.341902049E2,2.554977424E-2,1.414759116E0,2.627603059E0
5.342002399E2,5.631192097E-2,1.143334289E0,3.122917188E0
5.342102759E2,8.975304265E-2,8.398836775E-1,3.518627508E0
5.342203109E2,3.006240861E-2,6.059316091E-1,3.823819420E0
5.342303459E2,-9.010111643E-2,5.245246263E-1,3.918034437E0
5.342403809E2,-2.084589390E-1,5.819659187E-1,3.862330352E0
5.342504159E2,-2.719166144E-1,6.660251985E-1,3.835029117E0
5.342604519E2,-3.342258600E-1,7.395919423E-1,3.905078761E0
5.342704869E2,-3.437667252E-1,7.171107137E-1,4.245643989E0
5.342805219E2,-2.480921159E-1,4.722528572E-1,4.664316909E0
5.342905569E2,-2.179771189E-2,7.887163013E-3,4.961143795E0
5.343005919E2,2.214063556E-1,-5.936555260E-1,4.994291076E0
5.343106279E2,2.949213880E-1,-1.068403098E0,4.644620563E0
5.343206629E2,1.928762738E-1,-1.310532351E0,3.910009718E0
5.343306979E2,2.380134713E-2,-1.213309381E0,2.975295458E0
5.343407329E2,-2.165118889E-1,-8.988442227E-1,2.131729935E0
5.343507679E2,-3.439822317E-1,-5.755886529E-1,1.454161602E0
5.343608039E2,-5.309107359E-1,-3.678018513E-1,1.023100771E0
5.343708389E2,-6.134683777E-1,-3.050901711E-1,7.736152822E-1
5.343808739E2,-7.104893267E-1,-3.732068713E-1,6.461839879E-1
5.343909089E2,-6.066579795E-1,-6.546295600E-1,6.449467170E-1
5.344009449E2,-5.442638396E-1,-9.687754601E-1,6.147663134E-1
5.344109799E2,-5.790201280E-1,-1.260960972E0,4.862024134E-1
5.344210149E2,-6.837856045E-1,-1.499230040E0,2.528914922E-1
5.344310499E2,-7.972500202E-1,-1.611132445E0,-6.090225935E-2
5.344410849E2,-9.364532945E-1,-1.610057581E0,-4.264064473E-1
5.344511209E2,-9.653249451E-1,-1.529633515E0,-8.331229806E-1
5.344611559E2,-9.326634217E-1,-1.396787114E0,-1.252458975E0
5.344711909E2,-8.901348681E-1,-1.249009995E0,-1.639754566E0
5.344812259E2,-8.146554270E-1,-1.115746395E0,-1.958147737E0
5.344912609E2,-6.526765899E-1,-1.014546880E0,-2.191359841E0
5.345012969E2,-4.431601819E-1,-8.907677561E-1,-2.429832099E0
5.345113319E2,-2.795601312E-1,-7.833080654E-1,-2.640786191E0
5.345213669E2,-1.739737787E-1,-6.889892609E-1,-2.872379200E0
5.345314019E2,-1.294990708E-1,-5.552922365E-1,-3.165314764E0
5.345414369E2,-8.083335271E-2,-5.349076733E-1,-3.480852156E0
5.345514729E2,-4.788188053E-2,-5.171246825E-1,-3.773557924E0
5.345615079E2,-2.063269757E-2,-5.509208581E-1,-4.006712140E0
5.345715429E2,4.844096114E-3,-5.255511050E-1,-4.176377873E0
5.345815779E2,-6.097837365E-2,-5.201618725E-1,-4.300602554E0
5.345916129E2,-1.168181046E-1,-4.649157710E-1,-4.364005083E0
5.346016489E2,-1.976186398E-1,-3.997716491E-1,-4.355574567E0
5.346116839E2,-2.352582085E-1,-3.385441384E-1,-4.230745284E0
5.346217189E2,-3.691894687E-1,-1.858261214E-1,-4.066698141E0
5.346317539E2,-3.857280989E-1,-7.939144760E-2,-3.830095822E0
5.346417889E2,-3.701773192E-1,1.139388442E-2,-3.447855733E0
5.346518249E2,-2.908040711E-1,1.379017572E-1,-2.915722271E0
5.346618599E2,-2.733216820E-1,2.846138066E-1,-2.397184170E0
5.346718949E2,-2.808514522E-1,4.662802188E-1,-1.893075829E0
5.346819299E2,-2.279057550E-1,6.241797459E-1,-1.394115960E0
5.346919659E2,-2.017090777E-1,7.921828231E-1,-7.665284568E-1
5.347020009E2,-1.074308384E-1,9.902429277E-1,-1.675537187E-1
5.347120359E2,5.622236721E-2,1.037397214E0,3.262149918E-1
5.347220709E2,1.072986730E-1,1.159336072E0,9.561086369E-1
5.347321059E2,8.994229143E-2,1.097504398E0,1.545958795E0
5.347421419E2,8.685300641E-2,9.789026915E-1,2.090425789E0
5.347521769E2,5.995384097E-2,8.097129218E-1,2.644558230E0
5.347622119E2,6.481722604E-2,6.866499361E-1,3.106949612E0
5.347722469E2,2.160220932E-2,6.933843206E-1,3.460170554E0
5.347822819E2,-1.925062364E-2,7.335742803E-1,3.677260714E0
5.347923179E2,-1.457679251E-1,8.644905151E-1,3.848100568E0
5.348023529E2,-1.742938590E-1,9.027484086E-1,4.054797887E0
5.348123879E2,-1.796105312E-1,9.370309994E-1,4.246290691E0
5.348224229E2,-1.024834544E-1,8.586979710E-1,4.551147559E0
5.348324579E2,-1.884656277E-2,7.290279970E-1,4.932733344E0
5.348424939E2,5.502997376E-2,3.982431138E-1,5.277990378E0
5.348525289E2,2.238300265E-1,3.630463108E-3,5.464689050E0
5.348625639E2,3.641545775E-1,-4.323108926E-1,5.357255234E0
5.348725989E2,3.822715539E-1,-7.076718459E-1,4.961765939E0
5.348826339E2,4.320295684E-1,-8.505031713E-1,4.310918212E0
5.348926699E2,3.356202747E-1,-8.525375638E-1,3.497222605E0
5.349027049E2,2.544599348E-1,-6.344679949E-1,2.742046518E0
5.349127399E2,3.323421429E-1,-5.582362365E-1,2.128133898E0
5.349227749E2,5.276370261E-1,-6.884261741E-1,1.782732437E0
5.349328109E2,8.287771837E-1,-1.004855558E0,1.615839454E0
5.349428468E2,1.050383880E0,-1.225644155E0,1.474125751E0
5.349528818E2,1.087413931E0,-1.457155523E0,1.262570565E0
5.349629168E2,1.002959891E0,-1.548997008E0,8.618807566E-1
5.349729518E2,9.042809638E-1,-1.561280108E0,2.741999155E-1
5.349829878E2,7.971856277E-1,-1.471583381E0,-3.530759311E-1
5.349930228E2,5.610972060E-1,-1.270227201E0,-9.999867278E-1
5.350030578E2,3.149192675E-1,-1.055520658E0,-1.653525928E0
5.350130928E2,8.577024825E-2,-8.453175681E-1,-2.260478607E0
5.350231278E2,-1.297324660E-1,-6.534868678E-1,-2.862696796E0
5.350331638E2,-2.226283506E-1,-4.766307407E-1,-3.374240457E0
5.350431988E2,-2.209743194E-1,-3.178300846E-1,-3.797081273E0
5.350532338E2,-1.678262355E-1,-1.672837966E-1,-4.132567025E0
5.350632688E2,-1.929007407E-1,-8.134061694E-3,-4.381905749E0
5.350733038E2,-2.744567545E-1,1.620109968E-1,-4.565622926E0
5.350833398E2,-3.233098758E-1,2.909667333E-1,-4.683474142E0
5.350933748E2,-4.000960965E-1,4.178260969E-1,-4.659288889E0
5.351034098E2,-4.093289962E-1,5.198924620E-1,-4.554109758E0
5.351134448E2,-4.500567170E-1,6.642844824E-1,-4.405377642E0
5.351234798E2,-4.864831163E-1,8.247502063E-1,-4.157885469E0
5.351335158E2,-4.146537631E-1,9.895874548E-1,-3.779748956E0
5.351435508E2,-4.194845865E-1,1.076948804E0,-3.362757695E0
5.351535858E2,1.125742503E-2,1.017069953E0,-3.038447142E0
5.351636208E2,1.957638664E-1,1.272685955E0,-2.619466074E0
5.351736558E2,2.980393426E-1,1.437108052E0,-2.193773571E0
5.351836918E2,4.330325852E-1,1.526445759E0,-1.801782081E0
5.351937268E2,4.627697698E-1,1.497432314E0,-1.201236196E0
5.352037618E2,4.891712276E-1,1.406328747E0,-6.029631239E-1
5.352137968E2,4.213106719E-1,1.299053244E0,-1.030261856E-1
5.352238318E2,2.553520554E-1,1.126932703E0,2.030094802E-1
5.352338678E2,6.562519248E-2,9.825599787E-1,3.616064340E-1
5.352439028E2,6.636592506E-2,8.042780811E-1,2.797863454E-1
5.352539378E2,-2.040203907E-1,8.022426653E-1,4.132461190E-1
5.352639728E2,-4.491092853E-2,7.117632888E-1,5.001819366E-1
5.352740078E2,2.029389025E-2,7.137042721E-1,6.671684754E-1
5.352840438E2,8.180248302E-2,5.089703017E-1,1.025608057E0
5.352940788E2,5.273691962E-2,9.905713950E-1,1.061709936E0
5.353041138E2,2.670113669E-1,7.831325027E-1,1.515178467E0
5.353141488E2,3.767305496E-1,4.053140786E-1,1.916202151E0
5.353241838E2,4.426236634E-1,2.708130620E-1,2.351961805E0
5.353342198E2,4.149749580E-1,1.257356018E-2,2.694774118E0
5.353442548E2,2.651361283E-1,-1.060658607E-1,2.885133732E0
5.353542898E2,7.164882045E-2,-1.269145466E-1,2.922792140E0
5.353643248E2,-1.284199123E-1,3.208659589E-4,2.923206707E0
5.353743598E2,-3.288352022E-1,2.466875964E-1,3.076849900E0
5.353843958E2,-5.027513859E-1,5.112986630E-1,3.527567900E0
5.353944308E2,-5.016072320E-1,6.462585399E-1,4.044029070E0
5.354044658E2,-2.830275118E-1,4.842453504E-1,4.513052364E0
5.354145008E2,1.463823395E-1,1.098117332E-1,4.808936094E0
5.354245358E2,4.765793583E-1,-3.358210900E-1,4.718168596E0
5.354345718E2,5.896769343E-1,-6.773723052E-1,4.192688681E0
5.354446068E2,5.660109502E-1,-8.021092026E-1,3.417540843E0
5.354546418E2,2.452826567E-1,-6.541701150E-1,2.509866448E0
5.354646768E2,-3.191872599E-1,-3.831974240E-1,1.654877220E0
5.354747128E2,-6.952985528E-1,-1.524069451E-1,9.819106454E-1
5.354847478E2,-8.450754934E-1,-7.795697942E-2,5.769172865E-1
5.354947828E2,-8.459217317E-1,-1.449586156E-1,4.302404666E-1
5.355048178E2,-8.400563166E-1,-2.802830663E-1,4.030520833E-1
5.355148528E2,-7.862799858E-1,-5.361735955E-1,3.784546012E-1
5.355248888E2,-8.622262540E-1,-8.385813564E-1,2.961041701E-1
5.355349238E2,-9.692044265E-1,-1.048923830E0,1.515446270E-1
5.355449588E2,-1.060699684E0,-1.132629061E0,-1.080600536E-1
5.355549938E2,-1.147083743E0,-1.070949414E0,-4.648799568E-1
5.355650288E2,-1.201066627E0,-1.011624295E0,-8.969009006E-1
5.355750648E2,-1.156596871E0,-9.374204971E-1,-1.328939386E0
5.355850998E2,-1.172380625E0,-8.690479812E-1,-1.753725570E0
5.355951348E2,-1.226825220E0,-7.917042285E-1,-2.224614125E0
5.356051698E2,-1.200169006E0,-7.568881524E-1,-2.636225363E0
5.356152048E2,-1.115321887E0,-7.342224441E-1,-2.951499045E0
5.356252408E2,-1.012193229E0,-7.469281514E-1,-3.163620241E0
5.356352758E2,-9.032638407E-1,-8.016056111E-1,-3.319376033E0
5.356453108E2,-8.185213137E-1,-8.958380230E-1,-3.377020808E0
5.356553458E2,-6.635916605E-1,-9.622626851E-1,-3.431126849E0
5.356653808E2,-5.738181526E-1,-9.357056549E-1,-3.472797616E0
5.356754168E2,-5.729040135E-1,-9.155428474E-1,-3.482276537E0
5.356854518E2,-5.816680761E-1,-8.579395871E-1,-3.448956764E0
5.356954868E2,-5.904230756E-1,-7.534423882E-1,-3.360535753E0
5.357055218E2,-4.997081660E-1,-6.145809567E-1,-3.260416219E0
5.357155568E2,-3.911069160E-1,-4.703808711E-1,-3.109127115E0
5.357255928E2,-3.439132711E-1,-3.212074363E-1,-2.956795453E0
