"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.446217254E1,-1.008094550E0,-1.134897927E0,2.856358999E-1
3.447221154E1,-8.431416730E-1,-1.240240925E0,3.011327755E-1
3.448224954E1,-6.394420020E-1,-1.380972442E0,3.196012062E-1
3.449228754E1,-4.417604316E-1,-1.481332444E0,2.957504135E-1
3.450232654E1,-3.254590565E-1,-1.593757152E0,2.427483273E-1
3.451236454E1,-2.615845660E-1,-1.598635922E0,1.264004302E-1
3.452240254E1,-2.470877653E-1,-1.568743348E0,-7.372520328E-2
3.453244054E1,-2.578005587E-1,-1.398559259E0,-3.476836288E-1
3.454247954E1,-2.299415728E-1,-1.152294416E0,-7.347196037E-1
3.455251754E1,-1.475035523E-1,-9.003174287E-1,-1.144591879E0
3.456255554E1,-1.220215509E-1,-6.535658053E-1,-1.571378980E0
3.457259454E1,-1.687308728E-1,-4.286966555E-1,-1.948559473E0
3.458263254E1,-2.297492360E-1,-2.888850515E-1,-2.328886937E0
3.459267054E1,-2.521777482E-1,-1.384923260E-1,-2.663768672E0
3.460270954E1,-2.481065330E-1,-3.591798395E-3,-2.921037975E0
3.461274754E1,-1.461656819E-1,1.114255647E-1,-3.124321690E0
3.462278554E1,-7.505745482E-2,2.487678896E-1,-3.321343036E0
3.463282454E1,-9.128327725E-2,3.506912903E-1,-3.386390972E0
3.464286254E1,-7.354792301E-2,3.835798319E-1,-3.481347415E0
3.465290054E1,-2.832646164E-2,4.168227147E-1,-3.505585878E0
3.466293854E1,-2.839961579E-2,4.597446397E-1,-3.435513430E0
3.467297754E1,-4.566886473E-2,4.754555234E-1,-3.305997604E0
3.468301554E1,-3.045799102E-2,5.552184154E-1,-3.167956536E0
3.469305354E1,-4.481612141E-2,6.075137195E-1,-3.003128790E0
3.470309254E1,-4.495883916E-2,6.591224143E-1,-2.836542200E0
3.471313054E1,-2.367520716E-2,7.123898180E-1,-2.572584853E0
3.472316854E1,-1.163000138E-1,8.045110926E-1,-2.310891547E0
3.473320754E1,-2.193769515E-1,9.218745048E-1,-2.033462799E0
3.474324554E1,-3.226414294E-1,1.029989961E0,-1.743661927E0
3.475328354E1,-3.706072723E-1,1.137237251E0,-1.366817064E0
3.476332154E1,-3.710343383E-1,1.228590348E0,-9.027147871E-1
3.477336054E1,-3.293061224E-1,1.303665820E0,-3.369504797E-1
3.478339854E1,-2.932196290E-1,1.284150153E0,2.567565018E-1
3.479343654E1,-1.816978410E-1,1.209611748E0,7.741573191E-1
3.480347554E1,-1.629910632E-1,1.133617386E0,1.274535137E0
3.481351354E1,-2.423030252E-1,1.054644015E0,1.801516033E0
3.482355154E1,-2.984711778E-1,9.007662025E-1,2.280950294E0
3.483359054E1,-3.168997195E-1,7.016897057E-1,2.709566404E0
3.484362854E1,-3.242640683E-1,6.141921169E-1,3.029136620E0
3.485366654E1,-3.176622695E-1,6.941932829E-1,3.187593825E0
3.486370454E1,-4.689615692E-1,8.987041819E-1,3.223833114E0
3.487374354E1,-6.831253807E-1,1.014919640E0,3.345992559E0
3.488378154E1,-6.369889489E-1,9.264733399E-1,3.654622049E0
3.489381954E1,-4.062239785E-1,6.900188094E-1,4.003466935E0
3.490385854E1,-5.490235828E-2,3.956764054E-1,4.321955416E0
3.491389654E1,2.655023650E-1,-9.133497030E-2,4.549432570E0
3.492393454E1,4.434196156E-1,-5.080022221E-1,4.635249231E0
3.493397354E1,7.800923160E-1,-1.014155701E0,4.442457760E0
3.494401154E1,9.124838034E-1,-1.363695528E0,3.867565949E0
3.495404954E1,8.112218689E-1,-1.508791261E0,3.086177963E0
3.496408754E1,6.365547200E-1,-1.563651008E0,2.213286899E0
3.497412654E1,2.961475491E-1,-1.476233087E0,1.361065743E0
3.498416454E1,1.491622155E-1,-1.372680067E0,6.661259168E-1
3.499420254E1,2.689268234E-1,-1.429626393E0,2.298967320E-1
3.500424154E1,2.696439844E-1,-1.340295410E0,1.499144232E-1
3.501427954E1,4.119611934E-1,-1.263770998E0,9.441440642E-2
3.502431754E1,6.469285577E-1,-1.210270437E0,1.250082082E-1
3.503435654E1,9.051820929E-1,-1.206337161E0,2.278192163E-1
3.504439454E1,1.033136932E0,-1.122489477E0,2.257984185E-1
3.505443254E1,9.802915514E-1,-1.064050796E0,1.406191045E-1
3.506447154E1,8.366996493E-1,-9.753160825E-1,-4.630643964E-2
3.507450954E1,6.464305942E-1,-9.513912494E-1,-3.135797435E-1
3.508454754E1,3.850139346E-1,-8.171666600E-1,-5.541020358E-1
3.509458554E1,2.002663321E-1,-6.960838339E-1,-8.277154756E-1
3.510462454E1,6.222033139E-2,-5.567530172E-1,-1.048373607E0
3.511466254E1,3.014433358E-2,-4.288314338E-1,-1.218610028E0
3.512470054E1,1.181283742E-1,-2.923578590E-1,-1.433263654E0
3.513473954E1,2.047178174E-1,-1.685907955E-1,-1.668108884E0
3.514477754E1,2.806134706E-1,-7.517538585E-2,-1.955926965E0
3.515481554E1,3.095169884E-1,-3.085831515E-2,-2.278110301E0
3.516485454E1,2.742907301E-1,7.321327955E-2,-2.603769223E0
3.517489254E1,2.646062061E-1,2.238273952E-1,-2.938822866E0
3.518493054E1,2.442706316E-1,3.307400789E-1,-3.203989418E0
3.519496954E1,1.622841714E-1,5.321349236E-1,-3.399199297E0
3.520500754E1,1.140457752E-1,6.523636177E-1,-3.556206393E0
3.521504554E1,7.079609541E-2,8.177293083E-1,-3.628728240E0
3.522508354E1,3.813460859E-2,8.563786729E-1,-3.648039254E0
3.523512254E1,2.727220866E-2,8.777609172E-1,-3.508434057E0
3.524516054E1,3.021951598E-2,8.511400062E-1,-3.250935543E0
3.525519854E1,1.297423880E-1,7.938905025E-1,-2.931832520E0
3.526523754E1,2.760179793E-1,7.513103472E-1,-2.646792451E0
3.527527554E1,2.847992182E-1,7.248970123E-1,-2.357387436E0
3.528531354E1,2.739729339E-1,6.649534039E-1,-2.060791515E0
3.529535154E1,2.217036865E-1,6.024709345E-1,-1.757122217E0
3.530539054E1,2.588647702E-1,6.410119794E-1,-1.468489619E0
3.531542854E1,3.604426188E-1,7.656575140E-1,-1.222732315E0
3.532546654E1,4.108296841E-1,1.046060741E0,-9.287863523E-1
3.533550554E1,3.952459042E-1,1.243757002E0,-5.344156301E-1
3.534554354E1,3.776943170E-1,1.346244075E0,-1.672239357E-1
3.535558154E1,2.861572523E-1,1.328096510E0,2.878689516E-1
3.536562054E1,1.852859849E-1,1.263051352E0,7.089187646E-1
3.537565854E1,1.233348264E-1,1.151495248E0,1.202343659E0
3.538569654E1,1.568056958E-1,9.477548660E-1,1.733985370E0
3.539573554E1,3.219967373E-1,6.595964773E-1,2.248702900E0
3.540577354E1,3.865383037E-1,4.077833578E-1,2.875123883E0
3.541581154E1,4.275887543E-1,2.427951050E-1,3.321578094E0
3.542584954E1,5.587747651E-1,2.006355107E-1,3.438701332E0
3.543588854E1,3.620342309E-1,3.323234318E-1,3.478379953E0
3.544592654E1,1.546880901E-2,5.503285351E-1,3.337248048E0
3.545596496E1,-1.328203441E-1,6.922332962E-1,3.266709577E0
3.546600396E1,-1.000044177E-1,7.690658560E-1,3.283528508E0
3.547604196E1,-1.847051371E-1,7.981171623E-1,3.425676659E0
3.548607996E1,-2.698980459E-1,9.089942582E-1,3.644790541E0
3.549611896E1,-9.465300936E-2,7.154267156E-1,3.912287208E0
3.550615696E1,3.138105989E-1,3.203945272E-1,3.982726861E0
3.551619496E1,4.028715870E-1,-9.260725133E-2,3.778300601E0
3.552623296E1,4.276849775E-1,-4.527193563E-1,3.259989372E0
3.553627196E1,3.227286991E-1,-7.806342798E-1,2.673055805E0
3.554630996E1,-1.836939342E-1,-8.852610677E-1,2.051920704E0
3.555634796E1,-6.938179647E-1,-9.303563297E-1,1.499189841E0
3.556638696E1,-1.059280272E0,-9.107251802E-1,1.091155930E0
3.557642496E1,-1.183091555E0,-9.302963957E-1,8.139113688E-1
3.558646296E1,-1.290470262E0,-9.416556354E-1,7.437354255E-1
3.559650196E1,-1.165695504E0,-1.026824132E0,7.088784188E-1
3.560653996E1,-9.003987050E-1,-1.158675629E0,6.836465138E-1
3.561657796E1,-6.777153906E-1,-1.263804473E0,6.685314614E-1
3.562661596E1,-5.715712503E-1,-1.308539912E0,5.608637559E-1
3.563665496E1,-5.481665637E-1,-1.304301850E0,3.498658097E-1
3.564669296E1,-5.156095228E-1,-1.240525977E0,5.237234116E-2
3.565673096E1,-4.761414018E-1,-1.151382836E0,-2.724463356E-1
3.566676996E1,-4.434168747E-1,-1.001904468E0,-6.269905025E-1
3.567680796E1,-4.373949369E-1,-8.190952179E-1,-9.989131790E-1
3.568684596E1,-3.847465707E-1,-6.874192835E-1,-1.395017016E0
3.569688496E1,-2.880242682E-1,-5.974274187E-1,-1.796980932E0
3.570692296E1,-2.289534847E-1,-5.064232546E-1,-2.139438905E0
3.571696096E1,-1.647875106E-1,-4.717586213E-1,-2.436246495E0
3.572699896E1,-8.137272181E-2,-4.312777627E-1,-2.744383065E0
3.573703796E1,-5.611543626E-2,-4.054890566E-1,-2.990173114E0
3.574707596E1,-3.045522273E-2,-3.026156294E-1,-3.249081976E0
3.575711396E1,-5.612954266E-2,-1.974806455E-1,-3.434651551E0
3.576715296E1,-7.077451553E-2,-5.167067528E-2,-3.582055764E0
3.577719096E1,-7.936924646E-2,7.522749916E-2,-3.655113800E0
3.578722896E1,-1.128228117E-1,1.794663973E-1,-3.671711122E0
3.579726796E1,-1.811810019E-1,3.013862523E-1,-3.667115210E0
3.580730596E1,-2.512074759E-1,3.823523551E-1,-3.640058389E0
3.581734396E1,-3.062986809E-1,4.741394614E-1,-3.559870843E0
3.582738196E1,-3.126041356E-1,5.055998205E-1,-3.355553926E0
3.583742096E1,-2.803702264E-1,5.612230673E-1,-3.130363618E0
3.584745896E1,-3.167594594E-1,6.228894116E-1,-2.856817421E0
3.585749696E1,-4.463950078E-1,7.219909461E-1,-2.475117030E0
3.586753596E1,-4.729521111E-1,7.330777055E-1,-2.078586931E0
3.587757396E1,-4.251269303E-1,8.274783710E-1,-1.695687861E0
3.588761196E1,-4.786624289E-1,1.028801514E0,-1.159742600E0
3.589765096E1,-5.942507726E-1,1.334568939E0,-5.748187208E-1
3.590768896E1,-7.176915615E-1,1.515964479E0,6.498303115E-2
3.591772696E1,-8.218350039E-1,1.611054970E0,6.293048304E-1
3.592776496E1,-9.410416777E-1,1.627068301E0,1.071574774E0
3.593780396E1,-9.151188511E-1,1.590084954E0,1.473491912E0
3.594784196E1,-7.929908352E-1,1.556390520E0,1.853744532E0
3.595787996E1,-6.507794608E-1,1.455229596E0,2.318089469E0
3.596791896E1,-5.479269375E-1,1.252303293E0,2.769204496E0
3.597795696E1,-4.417544382E-1,9.305886103E-1,3.208186550E0
3.598799496E1,-2.398048024E-1,6.173743178E-1,3.552808576E0
3.599803396E1,-8.188804423E-2,3.720593552E-1,3.680691276E0
3.600807196E1,-1.334927739E-1,3.663752769E-1,3.551399397E0
3.601810996E1,-3.014550302E-1,3.917998476E-1,3.329438506E0
3.602814796E1,-4.831385455E-1,3.833250394E-1,3.284916052E0
3.603818696E1,-4.747252062E-1,3.110992084E-1,3.274692196E0
3.604822496E1,-3.855901046E-1,2.917551573E-1,3.311722612E0
3.605826296E1,-3.336046299E-1,1.046897185E-1,3.452551047E0
3.606830196E1,-2.481375597E-2,-3.061951487E-1,3.541368499E0
3.607833996E1,3.872884284E-1,-8.236284180E-1,3.536896548E0
3.608837796E1,7.041622008E-1,-1.221772056E0,3.305519886E0
3.609841696E1,9.485072565E-1,-1.478708360E0,2.863822970E0
3.610845496E1,1.067458188E0,-1.600285276E0,2.147230319E0
3.611849296E1,7.894238875E-1,-1.556218027E0,1.479397600E0
3.612853096E1,3.982629213E-1,-1.420857324E0,9.735122895E-1
3.613856996E1,3.244256342E-1,-1.301717966E0,5.957266098E-1
3.614860796E1,3.498426766E-1,-1.211840853E0,5.643446034E-1
3.615864596E1,6.027046404E-1,-1.135436455E0,5.780732810E-1
3.616868496E1,9.974619001E-1,-1.105095692E0,5.766588396E-1
3.617872296E1,1.291776237E0,-1.121243509E0,5.316727012E-1
3.618876096E1,1.387810030E0,-1.118002982E0,4.127836043E-1
3.619879996E1,1.304188268E0,-1.133537133E0,1.932229954E-1
3.620883796E1,1.056873046E0,-1.110261707E0,-1.470171279E-1
3.621887596E1,7.259062417E-1,-1.039398131E0,-5.831603587E-1
3.622891396E1,4.065816088E-1,-9.249097945E-1,-9.954317468E-1
3.623895296E1,1.804352992E-1,-7.797612906E-1,-1.383485137E0
3.624899096E1,5.754535457E-2,-6.854913104E-1,-1.677556230E0
3.625902896E1,6.172890946E-2,-5.931193364E-1,-1.916320265E0
3.626906796E1,1.686280897E-1,-4.894979042E-1,-2.098787892E0
3.627910596E1,2.947907027E-1,-3.436404254E-1,-2.310043116E0
3.628914396E1,3.947363924E-1,-2.251468925E-1,-2.523119747E0
3.629918196E1,4.154121470E-1,-9.557844087E-2,-2.760414961E0
3.630922096E1,4.411940922E-1,-3.993238986E-2,-2.976951390E0
3.631925896E1,4.678404752E-1,-1.128804982E-3,-3.182714909E0
3.632929696E1,4.844144445E-1,6.293855220E-2,-3.393452069E0
3.633933596E1,5.188709535E-1,1.716784908E-1,-3.521428909E0
3.634937396E1,4.926294902E-1,2.146208811E-1,-3.625969523E0
3.635941196E1,4.159681075E-1,2.842324220E-1,-3.682814400E0
3.636945096E1,3.322302418E-1,2.412109481E-1,-3.691751869E0
3.637948896E1,2.976060457E-1,2.694032983E-1,-3.561850711E0
3.638952696E1,3.393626755E-1,3.310594100E-1,-3.371384093E0
3.639956496E1,4.510219096E-1,4.548031577E-1,-3.126314421E0
3.640960396E1,4.277336922E-1,5.700064623E-1,-2.786763684E0
3.641964196E1,4.664165320E-1,6.869333799E-1,-2.366524295E0
3.642967996E1,4.819731224E-1,7.233527626E-1,-1.994858896E0
3.643971896E1,3.607525212E-1,7.850607683E-1,-1.581232123E0
3.644975696E1,1.913855810E-1,8.407531585E-1,-1.117508161E0
3.645979508E1,1.835992642E-1,9.130452092E-1,-6.517253941E-1
3.646983408E1,2.694749998E-1,1.078716271E0,-1.122454906E-1
3.647987208E1,3.504447937E-1,1.222421974E0,3.860828787E-1
3.648991008E1,3.713964272E-1,1.370268822E0,8.594822288E-1
3.649994808E1,2.968489592E-1,1.488387402E0,1.268151147E0
3.650998708E1,3.318392458E-1,1.504440055E0,1.539050310E0
3.652002508E1,3.486781305E-1,1.498643711E0,1.820452825E0
3.653006308E1,4.228723171E-1,1.375824408E0,2.139288046E0
3.654010208E1,4.810513088E-1,1.202647422E0,2.571814774E0
3.655014008E1,5.707358294E-1,1.089173431E0,2.942990761E0
3.656017808E1,7.532451177E-1,9.142185992E-1,3.175745028E0
3.657021708E1,7.834600930E-1,9.020508358E-1,3.211747504E0
3.658025508E1,4.957441558E-1,1.001710779E0,3.134142088E0
3.659029308E1,2.041867075E-1,1.043917882E0,3.121765872E0
3.660033108E1,4.424787255E-2,1.122216193E0,3.274243129E0
3.661037008E1,-9.870116467E-2,1.138837342E0,3.415655701E0
3.662040808E1,-1.726616087E-1,1.003614340E0,3.637351128E0
3.663044608E1,-9.936842334E-2,6.522766404E-1,3.812737193E0
3.664048508E1,1.634728738E-1,9.829344928E-2,4.008394969E0
3.665052308E1,4.524950059E-1,-4.141784576E-1,3.774317477E0
3.666056108E1,4.615061134E-1,-7.714411412E-1,3.222252612E0
3.667059908E1,1.305621494E-1,-1.142465247E0,2.796927899E0
3.668063808E1,-4.766017970E-2,-1.051203805E0,1.543528692E0
3.669067608E1,-7.380107090E-1,-1.133873787E0,9.832900035E-1
3.670071408E1,-1.439957254E0,-7.774709362E-1,5.124745381E-1
3.671075308E1,-1.641606964E0,-7.764435804E-1,2.598958719E-1
3.672079108E1,-1.877273436E0,-6.246573173E-1,2.897453231E-1
3.673082908E1,-1.691363115E0,-6.368367751E-1,4.773123068E-1
3.674086808E1,-1.316625735E0,-7.036182636E-1,7.977508342E-1
3.675090608E1,-9.740212166E-1,-9.014827788E-1,1.002790468E0
3.676094408E1,-8.048217259E-1,-1.137412960E0,1.102132908E0
3.677098208E1,-6.548051957E-1,-1.265557615E0,1.042638073E0
3.678102108E1,-5.254818155E-1,-1.369304762E0,8.193849474E-1
3.679105908E1,-5.214905061E-1,-1.537335760E0,4.578597897E-1
3.680109708E1,-5.099399528E-1,-1.634746426E0,3.825014591E-2
3.681113608E1,-5.009015827E-1,-1.447888125E0,-4.733519876E-1
3.682117408E1,-4.494774406E-1,-1.208700898E0,-1.048553701E0
3.683121208E1,-5.198082256E-1,-9.172030181E-1,-1.610917268E0
3.684125008E1,-5.216653378E-1,-7.185494211E-1,-2.139354705E0
3.685128908E1,-4.822139911E-1,-4.786038105E-1,-2.620471795E0
3.686132708E1,-5.305729496E-1,-2.744140698E-1,-2.937037126E0
3.687136508E1,-5.206898030E-1,-1.817338014E-1,-3.191233717E0
3.688140408E1,-4.240939466E-1,-6.194189429E-2,-3.423552366E0
3.689144208E1,-3.623478975E-1,6.045158520E-2,-3.627790346E0
3.690148008E1,-3.294065848E-1,1.252064288E-1,-3.705863539E0
3.691151908E1,-3.685911158E-1,1.564100951E-1,-3.736411148E0
3.692155708E1,-3.807863977E-1,1.144063291E-1,-3.658588216E0
3.693159508E1,-4.240786342E-1,8.503211036E-2,-3.526199652E0
3.694163308E1,-4.723399808E-1,1.113466273E-1,-3.328242166E0
3.695167208E1,-4.700434503E-1,2.308944131E-1,-3.076586190E0
3.696171008E1,-4.087110917E-1,3.828338733E-1,-2.755821973E0
3.697174808E1,-4.645045656E-1,6.016739590E-1,-2.408647052E0
3.698178708E1,-3.487395263E-1,6.503527603E-1,-2.129554186E0
3.699182508E1,-2.773369285E-1,7.802828622E-1,-1.868828010E0
3.700186308E1,-3.283791925E-1,9.341833323E-1,-1.644285573E0
3.701190108E1,-2.897647651E-1,9.451522703E-1,-1.446409364E0
3.702194008E1,-3.170111455E-1,1.122815825E0,-8.786002851E-1
3.703197808E1,-4.453882635E-1,1.394747605E0,-5.891788977E-1
3.704201608E1,-2.664096336E-1,1.213646180E0,-3.462118846E-1
3.705205508E1,-3.137227810E-1,1.334937314E0,4.991768003E-2
3.706209308E1,-3.638229307E-1,1.417826419E0,4.361718822E-1
3.707213108E1,-3.519296575E-1,1.481869511E0,6.764626247E-1
3.708217008E1,-4.714146589E-1,1.525199279E0,1.017741798E0
3.709220808E1,-5.537237575E-1,1.451284626E0,1.359914426E0
3.710224608E1,-5.056609239E-1,1.242628928E0,1.734611022E0
3.711228408E1,-3.888443725E-1,1.015132478E0,2.061316010E0
3.712232308E1,-2.772739247E-1,7.290219305E-1,2.449518505E0
3.713236108E1,-1.257233592E-1,4.697765614E-1,2.626296206E0
3.714239908E1,-6.373909084E-2,2.997057626E-1,2.792236093E0
3.715243808E1,-2.682181408E-1,4.846162100E-1,2.891870894E0
3.716247608E1,-2.362729014E-1,3.270100670E-1,2.844739412E0
3.717251408E1,-1.981676568E-1,2.056041822E-1,3.258372032E0
3.718255208E1,-2.184702493E-2,2.213785082E-2,3.531722347E0
3.719259108E1,2.085137932E-1,-2.558722566E-1,3.740458006E0
3.720262908E1,4.449877292E-1,-5.851244384E-1,3.965626679E0
3.721266708E1,8.111347454E-1,-9.341109730E-1,4.069385521E0
3.722270608E1,1.083755547E0,-1.199720013E0,3.909370033E0
3.723274408E1,1.103119771E0,-1.540668673E0,3.633749828E0
3.724278208E1,1.133818238E0,-1.718244519E0,2.930151445E0
3.725282108E1,8.635168806E-1,-1.728810145E0,2.148483378E0
3.726285908E1,3.594603597E-1,-1.498263934E0,1.492473144E0
3.727289708E1,2.895153813E-2,-1.272188650E0,9.225000107E-1
3.728293508E1,-1.850832327E-1,-1.007597171E0,5.468889105E-1
3.729297408E1,-3.251438184E-1,-7.868510395E-1,4.852732909E-1
3.730301208E1,-2.114054972E-1,-6.456647551E-1,4.066112834E-1
3.731305008E1,8.189599279E-2,-6.231659849E-1,4.221449965E-1
3.732308908E1,3.396229131E-1,-6.408008949E-1,4.128619570E-1
3.733312708E1,4.790144312E-1,-6.502146198E-1,2.787905645E-1
3.734316508E1,4.066917557E-1,-6.845478621E-1,1.800720227E-1
3.735320308E1,2.559643503E-1,-7.101178823E-1,-1.157321852E-1
3.736324208E1,9.184886746E-2,-7.861924969E-1,-4.878279394E-1
3.737328008E1,-1.078046399E-1,-8.138116738E-1,-8.655837983E-1
3.738331808E1,-2.909009887E-1,-7.612289791E-1,-1.265331620E0
3.739335708E1,-3.831535333E-1,-6.717886528E-1,-1.718000836E0
3.740339508E1,-5.187301452E-1,-5.583253334E-1,-2.068846639E0
3.741343308E1,-4.023931751E-1,-4.765887138E-1,-2.426222613E0
3.742347108E1,-2.015336796E-1,-3.340948458E-1,-2.775220696E0
3.743351008E1,-1.126151808E-1,-1.981785107E-1,-2.958133880E0
3.744354808E1,-5.367656261E-2,-1.206654811E-1,-3.104716560E0
3.745358608E1,5.078306794E-4,8.780763745E-3,-3.290553938E0
3.746362508E1,7.855277415E-2,1.394055149E-1,-3.358293931E0
3.747366308E1,8.085178971E-2,2.736423835E-1,-3.400599706E0
3.748370108E1,7.854924755E-2,4.380225259E-1,-3.454475366E0
3.749374008E1,3.459888864E-2,6.064870946E-1,-3.452507193E0
3.750377808E1,-7.157182907E-2,7.272623572E-1,-3.356051524E0
3.751381608E1,-3.384093418E-2,7.853993221E-1,-3.089519647E0
3.752385408E1,4.866815745E-2,9.692898689E-1,-2.973278169E0
3.753389308E1,2.025237411E-1,1.092790519E0,-2.704707368E0
3.754393108E1,3.158445894E-1,1.216458106E0,-2.493049856E0
3.755396908E1,4.021864395E-1,1.297705168E0,-2.338551800E0
3.756400808E1,4.134183926E-1,1.307714578E0,-2.132277820E0
3.757404608E1,3.247989424E-1,1.234668383E0,-1.823422042E0
3.758408408E1,2.261180054E-1,1.170117314E0,-1.397944132E0
3.759412208E1,1.913869331E-1,1.075248141E0,-9.049466693E-1
3.760416108E1,1.940409478E-1,1.026252274E0,-3.918646055E-1
3.761419908E1,1.431211738E-1,9.889952780E-1,1.436538094E-1
3.762423708E1,1.106806660E-1,9.710833561E-1,6.624614668E-1
3.763427608E1,9.435648244E-2,9.748238200E-1,1.083011343E0
3.764431408E1,2.556407251E-2,1.044100754E0,1.446488301E0
3.765435208E1,-4.074369103E-2,9.707057722E-1,1.848611847E0
3.766439008E1,-7.995506437E-2,8.654346943E-1,2.126709516E0
3.767442908E1,-1.133426292E-1,6.663481110E-1,2.466709319E0
3.768446708E1,-7.616665335E-2,4.625545192E-1,2.693164380E0
3.769450508E1,7.859211495E-2,2.833271268E-1,2.954595730E0
3.770454408E1,2.663289785E-1,1.573387791E-1,3.067859221E0
3.771458208E1,3.662281098E-1,1.539830621E-1,2.984797769E0
3.772462008E1,2.576163714E-1,2.392910148E-1,2.830440046E0
3.773465808E1,6.434630591E-2,3.969891053E-1,2.716371394E0
3.774469708E1,-4.881175227E-2,5.846566612E-1,2.616163566E0
3.775473508E1,-8.650582798E-2,7.257189846E-1,2.665828646E0
3.776477308E1,-3.163769418E-1,6.960980134E-1,3.027487121E0
3.777481208E1,-3.054760873E-1,4.912905143E-1,3.504443332E0
3.778485008E1,9.186648220E-2,2.413730621E-2,3.861246863E0
3.779488808E1,3.116228632E-1,-4.087288526E-1,4.017007917E0
3.780492708E1,3.730806445E-1,-8.143680364E-1,3.932358946E0
3.781496508E1,4.527059077E-1,-1.187485007E0,3.430642700E0
3.782500308E1,1.998114553E-1,-1.425377221E0,2.799341630E0
3.783504108E1,-3.024963462E-1,-1.340944451E0,2.071377899E0
3.784508008E1,-8.565650529E-1,-1.104899956E0,1.583786187E0
3.785511808E1,-1.018165356E0,-9.280624670E-1,1.165885684E0
3.786515608E1,-1.177878909E0,-8.149733694E-1,8.455149847E-1
3.787519508E1,-1.206857271E0,-7.169782743E-1,7.651742417E-1
3.788523308E1,-1.042782938E0,-7.551372036E-1,6.180378306E-1
3.789527108E1,-8.560146837E-1,-9.152322140E-1,5.684171891E-1
3.790530908E1,-7.189802878E-1,-1.064480201E0,4.879016143E-1
3.791534808E1,-6.467382308E-1,-1.180840962E0,2.673294371E-1
3.792538608E1,-6.393067852E-1,-1.254346748E0,2.801401019E-2
3.793542408E1,-6.338519177E-1,-1.252877635E0,-3.219365841E-1
3.794546308E1,-5.584195467E-1,-1.227190086E0,-7.396189857E-1
3.795550108E1,-5.195810247E-1,-1.110323980E0,-1.137919621E0
3.796553908E1,-4.123758706E-1,-9.933343506E-1,-1.539178948E0
3.797557708E1,-2.403570171E-1,-8.103615242E-1,-1.981649451E0
3.798561608E1,-1.605104003E-1,-5.573975265E-1,-2.375102745E0
3.799565408E1,-1.733363592E-1,-3.612608635E-1,-2.671268896E0
3.800569208E1,-1.881035388E-1,-1.862976994E-1,-3.003253920E0
3.801573108E1,-1.992075475E-1,-8.277069971E-2,-3.295469692E0
3.802576908E1,-2.311228200E-1,7.968585491E-3,-3.486295913E0
3.803580708E1,-2.291596904E-1,4.215316236E-2,-3.623288575E0
3.804584508E1,-1.907247360E-1,8.733050466E-2,-3.674329505E0
3.805588408E1,-1.520306768E-1,1.190139350E-1,-3.638881930E0
3.806592208E1,-1.095247811E-1,1.481048562E-1,-3.595161129E0
3.807596008E1,-6.724064112E-2,1.624194248E-1,-3.597936802E0
3.808599908E1,-6.908434130E-2,2.048355657E-1,-3.575078282E0
3.809603708E1,-1.771462952E-1,2.432463638E-1,-3.495412892E0
3.810607508E1,-3.074553333E-1,3.224971859E-1,-3.301586464E0
3.811611308E1,-4.226359434E-1,4.579040824E-1,-3.045315281E0
3.812615208E1,-5.299967796E-1,5.528787982E-1,-2.674655603E0
3.813619008E1,-5.669238833E-1,6.495584160E-1,-2.341506398E0
3.814622808E1,-4.260681859E-1,7.075261040E-1,-2.015437587E0
3.815626708E1,-3.284052492E-1,8.069799332E-1,-1.587044256E0
3.816630508E1,-3.648239375E-1,9.435656284E-1,-1.122848423E0
3.817634308E1,-3.211501336E-1,1.067651438E0,-7.853933287E-1
3.818638108E1,-3.048776431E-1,1.143583527E0,-4.240196139E-1
3.819642008E1,-3.972102763E-1,1.219618673E0,-3.362324417E-2
3.820645808E1,-5.123424641E-1,1.281149215E0,2.732994443E-1
3.821649608E1,-5.930675520E-1,1.231087402E0,6.017469031E-1
3.822653508E1,-7.190190256E-1,1.384147481E0,9.411666620E-1
3.823657308E1,-8.205882313E-1,1.303916080E0,1.433102855E0
3.824661108E1,-7.132357639E-1,1.227806090E0,1.800442484E0
3.825664908E1,-6.258692989E-1,1.074175761E0,2.310095156E0
3.826668808E1,-4.499292111E-1,8.585031125E-1,2.731592866E0
3.827672608E1,-2.545287126E-1,6.473199557E-1,2.991572937E0
3.828676408E1,-2.288477780E-1,5.463017039E-1,3.036035750E0
3.829680308E1,-3.378172564E-1,4.733107647E-1,3.072641074E0
3.830684108E1,-3.280439643E-1,1.928784482E-1,3.190895748E0
3.831687908E1,-1.981630704E-1,-4.305977315E-2,3.342012944E0
3.832691708E1,-1.289019330E-1,-2.346703988E-1,3.590066450E0
3.833695608E1,4.220364941E-3,-3.324060237E-1,3.820345590E0
3.834699408E1,3.980144146E-1,-5.515665369E-1,3.986205370E0
3.835703208E1,8.046721834E-1,-7.120221743E-1,4.142940570E0
3.836707108E1,1.093187764E0,-8.466119224E-1,4.061250290E0
3.837710908E1,1.179994066E0,-9.436470509E-1,3.800552765E0
3.838714708E1,1.470285592E0,-1.129178984E0,3.095843995E0
3.839718508E1,1.181038890E0,-1.135361611E0,2.459600859E0
3.840722408E1,7.305685191E-1,-9.621426710E-1,1.787276893E0
3.841726208E1,5.044224836E-1,-7.978541838E-1,1.242400010E0
